Cleaned_data
1Feb2024_data,,,,,,,,,,,,,,,,,,,,,,,,,,
Accession,Description,Classification,Genome Length (bp),Jumbophage,molGC (%),Molecule,Modification Date,Number CDS,Positive Strand (%),Negative Strand (%),Coding Capacity (%),Low Coding Capacity Warning,tRNAs,Host,Lowest Taxa,Genus,Sub-family,Family,Order,Class,Phylum,Kingdom,Realm,Baltimore Group,Genbank Division,Isolation Host (beware inconsistent and nonsense values)
KX266333,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.992,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266332,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.903,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266331,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.992,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266330,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266329,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.921,DNA,12-JUL-2016,5,100,0,88.8649811726735,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266328,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266327,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.957,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266326,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266325,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.957,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266324,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.992,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266323,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.957,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266322,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.921,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266321,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.957,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266320,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.885,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266319,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.957,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266318,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.921,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266317,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.957,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266316,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,5,100,0,88.8649811726735,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266315,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.903,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266314,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266313,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266312,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.957,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266311,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.957,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266310,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.975,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266309,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.957,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266308,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.921,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266307,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.921,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266306,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266305,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.992,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266304,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.921,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266303,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.992,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266302,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266301,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.921,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266300,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KC821624,Cellulophaga phage phi14:2,Cellulophaga phage phi14:2 Akihdevirus balticus Akihdevirus Asinivirinae Steigviridae Crassvirales Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses,100418,FALSE,29.605,DNA,31-DEC-2015,118,59.3220338983051,40.6779661016949,94.2580015535063,NA,0,Cellulophaga,Akihdevirus,Akihdevirus,Asinivirinae,Steigviridae,Crassvirales,Caudoviricetes,Uroviricota,Heunggongvirae,Duplodnaviria,Group I,PHG,Cellulophaga baltica #14
CP004084,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.709,DNA,04-MAR-2015,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Enterobacteriaceae bacterium bta3-1
KJ997912,Enterobacteria phage MED1,Enterobacteria phage MED1 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.801,DNA,28-OCT-2014,7,100,0,68.5109543260304,NA,0,Enterobacteria,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
KF044310,Enterobacteria phage FL76 Tallahassee/FL/2012,Enterobacteria phage FL76 Tallahassee/FL/2012 Gequatrovirus talmos Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5486,FALSE,45.571,DNA,12-AUG-2013,6,100,0,94.8778709442217,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
KF044309,Enterobacteria phage FL68 Tallahassee/FL/2012,Enterobacteria phage FL68 Tallahassee/FL/2012 Gequatrovirus talmos Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5486,FALSE,45.589,DNA,12-AUG-2013,6,100,0,94.8778709442217,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
KC237308,Enterobacteria phage ID204 Moscow/ID,Enterobacteria phage ID204 Moscow/ID Gequatrovirus talmos Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5475,FALSE,45.388,ss-DNA,16-JAN-2013,6,100,0,94.8493150684931,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
JQ764988,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.709,DNA,27-JUL-2012,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,SYN,Escherichia coli C
JQ764990,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.671,DNA,22-JUL-2012,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,SYN,Escherichia coli C
JQ764989,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.671,DNA,22-JUL-2012,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,SYN,Escherichia coli C
JQ764987,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.727,DNA,22-JUL-2012,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,SYN,Escherichia coli C
JQ764986,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.709,DNA,22-JUL-2012,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,SYN,Escherichia coli C
GQ153922,Escherichia phage G4,Escherichia phage G4 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,44.827,DNA,31-OCT-2009,6,100,0,81.56715079792,NA,0,Escherichia,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,SYN,Unspecified
JF719728,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.616,DNA,12-OCT-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli IJ1862
JF719727,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.634,DNA,12-OCT-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli IJ1862
